date,city,temperature,humidity,condition
2023-07-28,Philadelphia,33.0,79,Thunderstorm
2023-07-29,Philadelphia,18.7,85,Drizzle
2023-07-30,Philadelphia,36.0,72,Clear
2023-07-31,Philadelphia,25.4,68,Snow
2023-08-01,Philadelphia,-4.5,57,Drizzle
2023-08-02,Philadelphia,30.5,41,Drizzle
2023-08-03,Philadelphia,15.7,78,Clouds
2023-08-04,Philadelphia,3.0,59,Clear
2023-08-05,Philadelphia,-5.1,32,Drizzle
2023-08-06,Philadelphia,-6.7,81,Rain
2023-08-07,Philadelphia,1.7,73,Drizzle
2023-08-08,Philadelphia,15.1,35,Rain
2023-08-09,Philadelphia,3.0,26,Clear
2023-08-10,Philadelphia,30.4,45,Clear
2023-08-11,Philadelphia,18.1,59,Clouds
2023-08-12,Philadelphia,8.5,77,Clear
2023-08-13,Philadelphia,28.8,45,Clouds
2023-08-14,Philadelphia,17.3,75,Thunderstorm
2023-08-15,Philadelphia,20.7,72,Clear
2023-08-16,Philadelphia,-2.3,77,Snow
2023-08-17,Philadelphia,6.4,35,Fog
2023-08-18,Philadelphia,10.4,40,Thunderstorm
2023-08-19,Philadelphia,28.4,85,Rain
2023-08-20,Philadelphia,15.2,75,Clear
2023-08-21,Philadelphia,12.9,71,Clear
2023-08-22,Philadelphia,26.9,61,Fog
2023-08-23,Philadelphia,-8.1,73,Snow
2023-08-24,Philadelphia,4.0,74,Snow
2023-08-25,Philadelphia,31.8,81,Thunderstorm
2023-08-26,Philadelphia,19.3,96,Snow
2023-08-27,Philadelphia,13.8,25,Clouds
2023-08-28,Philadelphia,30.9,40,Clear
2023-08-29,Philadelphia,17.3,42,Thunderstorm
2023-08-30,Philadelphia,13.1,48,Clouds
2023-08-31,Philadelphia,26.1,92,Rain
2023-09-01,Philadelphia,8.7,46,Clear
2023-09-02,Philadelphia,32.6,49,Clouds
2023-09-03,Philadelphia,13.7,50,Clouds
2023-09-04,Philadelphia,9.1,95,Thunderstorm
2023-09-05,Philadelphia,16.4,51,Thunderstorm
2023-09-06,Philadelphia,12.1,81,Drizzle
2023-09-07,Philadelphia,-2.5,32,Clouds
2023-09-08,Philadelphia,-2.2,98,Thunderstorm
2023-09-09,Philadelphia,17.2,63,Clear
2023-09-10,Philadelphia,22.8,52,Thunderstorm
2023-09-11,Philadelphia,12.6,30,Fog
2023-09-12,Philadelphia,35.4,34,Clouds
2023-09-13,Philadelphia,31.4,22,Rain
2023-09-14,Philadelphia,-2.3,73,Clouds
2023-09-15,Philadelphia,24.2,43,Thunderstorm
2023-09-16,Philadelphia,38.1,72,Rain
2023-09-17,Philadelphia,29.8,86,Rain
2023-09-18,Philadelphia,4.8,61,Thunderstorm
2023-09-19,Philadelphia,1.7,43,Rain
2023-09-20,Philadelphia,36.4,22,Rain
2023-09-21,Philadelphia,-7.3,48,Drizzle
2023-09-22,Philadelphia,13.2,64,Rain
2023-09-23,Philadelphia,-9.2,38,Clouds
2023-09-24,Philadelphia,32.2,67,Rain
2023-09-25,Philadelphia,-1.6,44,Fog
2023-09-26,Philadelphia,15.4,82,Clear
2023-09-27,Philadelphia,-1.5,57,Rain
2023-09-28,Philadelphia,39.4,92,Rain
2023-09-29,Philadelphia,31.0,32,Thunderstorm
2023-09-30,Philadelphia,29.6,53,Fog
2023-10-01,Philadelphia,25.2,72,Snow
2023-10-02,Philadelphia,33.9,95,Fog
2023-10-03,Philadelphia,-3.1,88,Rain
2023-10-04,Philadelphia,29.0,21,Thunderstorm
2023-10-05,Philadelphia,-4.2,74,Clear
2023-10-06,Philadelphia,39.7,27,Drizzle
2023-10-07,Philadelphia,7.7,49,Clear
2023-10-08,Philadelphia,-3.3,31,Thunderstorm
2023-10-09,Philadelphia,27.2,33,Clear
2023-10-10,Philadelphia,13.4,91,Thunderstorm
2023-10-11,Philadelphia,28.6,37,Rain
2023-10-12,Philadelphia,0.5,57,Clouds
2023-10-13,Philadelphia,-9.7,38,Snow
2023-10-14,Philadelphia,7.0,53,Drizzle
2023-10-15,Philadelphia,31.5,27,Clear
2023-10-16,Philadelphia,35.6,98,Clear
2023-10-17,Philadelphia,-7.9,97,Fog
2023-10-18,Philadelphia,2.3,43,Clouds
2023-10-19,Philadelphia,10.2,31,Clear
2023-10-20,Philadelphia,-7.7,38,Rain
2023-10-21,Philadelphia,19.0,69,Rain
2023-10-22,Philadelphia,23.2,94,Drizzle
2023-10-23,Philadelphia,38.3,57,Clouds
2023-10-24,Philadelphia,12.9,95,Drizzle
2023-10-25,Philadelphia,7.8,56,Thunderstorm
2023-10-26,Philadelphia,30.8,66,Clouds
2023-10-27,Philadelphia,37.9,42,Rain
2023-10-28,Philadelphia,-0.8,65,Rain
2023-10-29,Philadelphia,36.3,45,Thunderstorm
2023-10-30,Philadelphia,25.5,40,Rain
2023-10-31,Philadelphia,8.6,64,Snow
2023-11-01,Philadelphia,15.2,65,Rain
2023-11-02,Philadelphia,3.6,70,Rain
2023-11-03,Philadelphia,-7.2,79,Snow
2023-11-04,Philadelphia,36.5,84,Clouds
2023-11-05,Philadelphia,10.4,43,Snow
2023-11-06,Philadelphia,-7.4,85,Fog
2023-11-07,Philadelphia,12.5,38,Fog
2023-11-08,Philadelphia,-2.4,62,Drizzle
2023-11-09,Philadelphia,32.4,67,Rain
2023-11-10,Philadelphia,35.3,93,Rain
2023-11-11,Philadelphia,9.1,98,Clouds
2023-11-12,Philadelphia,2.8,33,Thunderstorm
2023-11-13,Philadelphia,23.4,73,Fog
2023-11-14,Philadelphia,25.7,27,Clear
2023-11-15,Philadelphia,15.3,80,Clouds
2023-11-16,Philadelphia,12.4,96,Fog
2023-11-17,Philadelphia,29.8,31,Snow
2023-11-18,Philadelphia,34.3,99,Snow
2023-11-19,Philadelphia,-4.7,38,Drizzle
2023-11-20,Philadelphia,32.6,81,Clear
2023-11-21,Philadelphia,-0.9,74,Clouds
2023-11-22,Philadelphia,31.8,35,Rain
2023-11-23,Philadelphia,38.0,70,Snow
2023-11-24,Philadelphia,29.8,87,Snow
2023-11-25,Philadelphia,-7.9,64,Clear
2023-11-26,Philadelphia,33.9,23,Clear
2023-11-27,Philadelphia,19.1,57,Clouds
2023-11-28,Philadelphia,19.9,25,Fog
2023-11-29,Philadelphia,1.7,44,Rain
2023-11-30,Philadelphia,39.2,57,Clear
2023-12-01,Philadelphia,14.1,61,Rain
2023-12-02,Philadelphia,23.5,38,Clouds
2023-12-03,Philadelphia,33.1,55,Clear
2023-12-04,Philadelphia,34.9,51,Drizzle
2023-12-05,Philadelphia,22.4,72,Thunderstorm
2023-12-06,Philadelphia,7.3,90,Clouds
2023-12-07,Philadelphia,39.4,47,Fog
2023-12-08,Philadelphia,33.0,100,Clouds
2023-12-09,Philadelphia,29.8,92,Drizzle
2023-12-10,Philadelphia,35.6,85,Rain
2023-12-11,Philadelphia,12.0,84,Clouds
2023-12-12,Philadelphia,25.4,44,Snow
2023-12-13,Philadelphia,26.4,50,Drizzle
2023-12-14,Philadelphia,24.6,62,Fog
2023-12-15,Philadelphia,-3.9,73,Snow
2023-12-16,Philadelphia,13.1,95,Clouds
2023-12-17,Philadelphia,27.8,70,Drizzle
2023-12-18,Philadelphia,15.0,83,Fog
2023-12-19,Philadelphia,-8.2,26,Drizzle
2023-12-20,Philadelphia,32.9,68,Drizzle
2023-12-21,Philadelphia,38.7,64,Drizzle
2023-12-22,Philadelphia,39.4,28,Clear
2023-12-23,Philadelphia,8.1,56,Clear
2023-12-24,Philadelphia,-2.5,81,Fog
2023-12-25,Philadelphia,9.8,43,Rain
2023-12-26,Philadelphia,2.6,97,Clouds
2023-12-27,Philadelphia,32.6,39,Rain
2023-12-28,Philadelphia,7.2,59,Thunderstorm
2023-12-29,Philadelphia,37.5,64,Snow
2023-12-30,Philadelphia,25.8,35,Rain
2023-12-31,Philadelphia,25.4,31,Thunderstorm
2024-01-01,Philadelphia,14.6,61,Clear
2024-01-02,Philadelphia,31.6,26,Rain
2024-01-03,Philadelphia,36.9,58,Clear
2024-01-04,Philadelphia,7.9,55,Clouds
2024-01-05,Philadelphia,37.1,80,Fog
2024-01-06,Philadelphia,-0.2,60,Clouds
2024-01-07,Philadelphia,23.7,66,Drizzle
2024-01-08,Philadelphia,14.2,22,Rain
2024-01-09,Philadelphia,-1.8,92,Thunderstorm
2024-01-10,Philadelphia,-7.6,42,Drizzle
2024-01-11,Philadelphia,-6.0,58,Thunderstorm
2024-01-12,Philadelphia,-8.6,48,Thunderstorm
2024-01-13,Philadelphia,14.0,23,Rain
2024-01-14,Philadelphia,9.8,76,Rain
2024-01-15,Philadelphia,13.3,88,Drizzle
2024-01-16,Philadelphia,20.7,33,Rain
2024-01-17,Philadelphia,10.8,32,Clouds
2024-01-18,Philadelphia,11.4,79,Rain
2024-01-19,Philadelphia,-9.9,77,Clouds
2024-01-20,Philadelphia,-0.7,63,Clouds
2024-01-21,Philadelphia,33.9,98,Drizzle
2024-01-22,Philadelphia,33.6,38,Clouds
2024-01-23,Philadelphia,8.4,50,Thunderstorm
2024-01-24,Philadelphia,-3.6,25,Drizzle
2024-01-25,Philadelphia,5.5,30,Snow
2024-01-26,Philadelphia,-7.3,28,Clouds
2024-01-27,Philadelphia,38.6,48,Snow
2024-01-28,Philadelphia,-5.7,94,Snow
2024-01-29,Philadelphia,3.3,96,Fog
2024-01-30,Philadelphia,-8.8,86,Clouds
2024-01-31,Philadelphia,2.2,94,Rain
2024-02-01,Philadelphia,36.3,93,Drizzle
2024-02-02,Philadelphia,30.9,69,Thunderstorm
2024-02-03,Philadelphia,3.5,77,Rain
2024-02-04,Philadelphia,-3.6,73,Rain
2024-02-05,Philadelphia,31.8,92,Clouds
2024-02-06,Philadelphia,10.3,38,Clear
2024-02-07,Philadelphia,39.4,60,Clear
2024-02-08,Philadelphia,1.4,39,Drizzle
2024-02-09,Philadelphia,3.1,25,Clear
2024-02-10,Philadelphia,-0.9,34,Thunderstorm
2024-02-11,Philadelphia,6.0,32,Drizzle
2024-02-12,Philadelphia,-5.7,40,Clear
2024-02-13,Philadelphia,-3.5,53,Drizzle
2024-02-14,Philadelphia,12.2,51,Drizzle
2024-02-15,Philadelphia,26.3,87,Thunderstorm
2024-02-16,Philadelphia,27.0,49,Rain
2024-02-17,Philadelphia,-9.3,74,Fog
2024-02-18,Philadelphia,35.7,57,Rain
2024-02-19,Philadelphia,-3.7,79,Rain
2024-02-20,Philadelphia,5.7,28,Rain
2024-02-21,Philadelphia,21.9,84,Rain
2024-02-22,Philadelphia,11.6,56,Fog
2024-02-23,Philadelphia,9.7,57,Drizzle
2024-02-24,Philadelphia,22.7,29,Clear
2024-02-25,Philadelphia,23.5,91,Drizzle
2024-02-26,Philadelphia,18.4,59,Drizzle
2024-02-27,Philadelphia,23.1,27,Thunderstorm
2024-02-28,Philadelphia,-5.5,64,Clouds
2024-02-29,Philadelphia,24.8,95,Clear
2024-03-01,Philadelphia,20.7,75,Snow
2024-03-02,Philadelphia,6.6,55,Drizzle
2024-03-03,Philadelphia,-9.7,49,Clear
2024-03-04,Philadelphia,15.2,24,Snow
2024-03-05,Philadelphia,25.8,70,Clear
2024-03-06,Philadelphia,18.4,47,Thunderstorm
2024-03-07,Philadelphia,28.7,78,Fog
2024-03-08,Philadelphia,36.3,58,Clouds
2024-03-09,Philadelphia,38.0,67,Clear
2024-03-10,Philadelphia,17.6,69,Snow
2024-03-11,Philadelphia,-2.6,52,Snow
2024-03-12,Philadelphia,7.8,74,Thunderstorm
2024-03-13,Philadelphia,14.7,92,Rain
2024-03-14,Philadelphia,24.0,84,Thunderstorm
2024-03-15,Philadelphia,20.9,37,Drizzle
2024-03-16,Philadelphia,34.5,35,Clear
2024-03-17,Philadelphia,8.1,72,Thunderstorm
2024-03-18,Philadelphia,21.4,57,Fog
2024-03-19,Philadelphia,26.4,36,Rain
2024-03-20,Philadelphia,17.8,53,Clear
2024-03-21,Philadelphia,-0.7,25,Rain
2024-03-22,Philadelphia,11.9,86,Clear
2024-03-23,Philadelphia,36.6,23,Clear
2024-03-24,Philadelphia,16.4,57,Rain
2024-03-25,Philadelphia,2.4,84,Snow
2024-03-26,Philadelphia,0.2,86,Clouds
2024-03-27,Philadelphia,28.5,96,Snow
2024-03-28,Philadelphia,15.0,70,Thunderstorm
2024-03-29,Philadelphia,28.6,98,Rain
2024-03-30,Philadelphia,17.9,41,Snow
2024-03-31,Philadelphia,-5.2,91,Drizzle
2024-04-01,Philadelphia,25.6,70,Clouds
2024-04-02,Philadelphia,-1.7,34,Drizzle
2024-04-03,Philadelphia,37.7,33,Fog
2024-04-04,Philadelphia,-1.7,90,Clear
2024-04-05,Philadelphia,5.6,58,Snow
2024-04-06,Philadelphia,-2.0,37,Fog
2024-04-07,Philadelphia,-0.7,94,Thunderstorm
2024-04-08,Philadelphia,37.9,39,Clouds
2024-04-09,Philadelphia,37.8,42,Fog
2024-04-10,Philadelphia,28.9,67,Drizzle
2024-04-11,Philadelphia,14.3,20,Rain
2024-04-12,Philadelphia,4.7,95,Snow
2024-04-13,Philadelphia,-0.8,85,Clear
2024-04-14,Philadelphia,2.0,68,Thunderstorm
2024-04-15,Philadelphia,-5.9,69,Snow
2024-04-16,Philadelphia,8.5,49,Rain
2024-04-17,Philadelphia,19.4,53,Fog
2024-04-18,Philadelphia,8.4,49,Snow
2024-04-19,Philadelphia,-4.9,74,Thunderstorm
2024-04-20,Philadelphia,22.9,88,Rain
2024-04-21,Philadelphia,16.4,67,Clouds
2024-04-22,Philadelphia,32.2,28,Snow
2024-04-23,Philadelphia,-6.4,43,Clear
2024-04-24,Philadelphia,21.4,23,Drizzle
2024-04-25,Philadelphia,4.1,57,Rain
2024-04-26,Philadelphia,38.6,75,Clear
2024-04-27,Philadelphia,-5.5,40,Fog
2024-04-28,Philadelphia,-0.2,74,Fog
2024-04-29,Philadelphia,18.3,96,Snow
2024-04-30,Philadelphia,30.8,49,Rain
2024-05-01,Philadelphia,0.2,58,Snow
2024-05-02,Philadelphia,12.1,55,Thunderstorm
2024-05-03,Philadelphia,5.7,37,Fog
2024-05-04,Philadelphia,7.4,35,Rain
2024-05-05,Philadelphia,-9.3,56,Clouds
2024-05-06,Philadelphia,0.7,75,Thunderstorm
2024-05-07,Philadelphia,16.0,97,Fog
2024-05-08,Philadelphia,-0.5,69,Clear
2024-05-09,Philadelphia,23.2,48,Fog
2024-05-10,Philadelphia,24.0,54,Snow
2024-05-11,Philadelphia,9.0,53,Clear
2024-05-12,Philadelphia,21.4,95,Drizzle
2024-05-13,Philadelphia,21.2,59,Snow
2024-05-14,Philadelphia,29.1,99,Clear
2024-05-15,Philadelphia,17.6,89,Rain
2024-05-16,Philadelphia,26.6,97,Rain
2024-05-17,Philadelphia,1.5,77,Thunderstorm
2024-05-18,Philadelphia,-0.3,70,Drizzle
2024-05-19,Philadelphia,16.9,28,Clear
2024-05-20,Philadelphia,22.4,38,Fog
2024-05-21,Philadelphia,-4.8,27,Drizzle
2024-05-22,Philadelphia,26.2,24,Thunderstorm
2024-05-23,Philadelphia,25.4,79,Rain
2024-05-24,Philadelphia,32.9,79,Rain
2024-05-25,Philadelphia,5.2,55,Rain
2024-05-26,Philadelphia,12.0,25,Clouds
2024-05-27,Philadelphia,-5.2,88,Fog
2024-05-28,Philadelphia,34.6,100,Clear
2024-05-29,Philadelphia,3.1,31,Thunderstorm
2024-05-30,Philadelphia,-1.4,87,Fog
2024-05-31,Philadelphia,26.7,40,Thunderstorm
2024-06-01,Philadelphia,21.7,26,Clouds
2024-06-02,Philadelphia,36.9,42,Drizzle
2024-06-03,Philadelphia,4.5,41,Snow
2024-06-04,Philadelphia,-9.7,33,Snow
2024-06-05,Philadelphia,28.5,95,Fog
2024-06-06,Philadelphia,26.2,61,Rain
2024-06-07,Philadelphia,36.7,35,Thunderstorm
2024-06-08,Philadelphia,16.8,92,Thunderstorm
2024-06-09,Philadelphia,17.8,41,Clouds
2024-06-10,Philadelphia,20.1,59,Clear
2024-06-11,Philadelphia,-8.6,46,Thunderstorm
2024-06-12,Philadelphia,-0.0,80,Drizzle
2024-06-13,Philadelphia,14.5,88,Drizzle
2024-06-14,Philadelphia,29.1,92,Rain
2024-06-15,Philadelphia,-9.8,76,Clouds
2024-06-16,Philadelphia,24.0,53,Clear
2024-06-17,Philadelphia,29.3,63,Clear
2024-06-18,Philadelphia,26.6,56,Snow
2024-06-19,Philadelphia,36.8,41,Drizzle
2024-06-20,Philadelphia,8.5,34,Clouds
2024-06-21,Philadelphia,6.6,61,Thunderstorm
2024-06-22,Philadelphia,-1.9,77,Fog
2024-06-23,Philadelphia,22.2,54,Drizzle
2024-06-24,Philadelphia,9.3,94,Rain
2024-06-25,Philadelphia,24.0,98,Rain
2024-06-26,Philadelphia,2.2,54,Fog
2024-06-27,Philadelphia,38.7,33,Snow
2024-06-28,Philadelphia,27.6,85,Thunderstorm
2024-06-29,Philadelphia,15.5,25,Snow
2024-06-30,Philadelphia,20.9,40,Thunderstorm
2024-07-01,Philadelphia,-2.0,93,Thunderstorm
2024-07-02,Philadelphia,24.1,34,Rain
2024-07-03,Philadelphia,6.5,63,Fog
2024-07-04,Philadelphia,-9.6,64,Thunderstorm
2024-07-05,Philadelphia,34.4,25,Fog
2024-07-06,Philadelphia,9.3,36,Fog
2024-07-07,Philadelphia,9.7,87,Fog
2024-07-08,Philadelphia,9.9,65,Clear
2024-07-09,Philadelphia,34.1,28,Fog
2024-07-10,Philadelphia,5.9,71,Clouds
2024-07-11,Philadelphia,-9.0,98,Rain
2024-07-12,Philadelphia,-1.4,93,Clouds
2024-07-13,Philadelphia,23.1,65,Fog
2024-07-14,Philadelphia,-3.8,29,Thunderstorm
2024-07-15,Philadelphia,20.6,83,Drizzle
2024-07-16,Philadelphia,35.1,78,Thunderstorm
2024-07-17,Philadelphia,33.2,58,Clouds
2024-07-18,Philadelphia,37.7,27,Clouds
2024-07-19,Philadelphia,19.0,82,Drizzle
2024-07-20,Philadelphia,36.9,54,Snow
2024-07-21,Philadelphia,30.0,23,Drizzle
2024-07-22,Philadelphia,37.0,33,Snow
2024-07-23,Philadelphia,-6.8,86,Clouds
2024-07-24,Philadelphia,-2.5,60,Snow
2024-07-25,Philadelphia,31.1,52,Thunderstorm
2024-07-26,Philadelphia,20.0,84,Clouds
2024-07-27,Philadelphia,-5.5,88,Clear
2024-07-28,Philadelphia,32.7,34,Thunderstorm
2024-07-29,Philadelphia,1.7,50,Thunderstorm
2024-07-30,Philadelphia,5.4,52,Drizzle
2024-07-31,Philadelphia,33.7,25,Rain
2024-08-01,Philadelphia,1.8,38,Snow
2024-08-02,Philadelphia,17.2,27,Thunderstorm
2024-08-03,Philadelphia,34.6,69,Snow
2024-08-04,Philadelphia,-4.0,96,Rain
2024-08-05,Philadelphia,3.5,79,Clear
2024-08-06,Philadelphia,36.0,99,Clear
2024-08-07,Philadelphia,17.8,70,Rain
2024-08-08,Philadelphia,23.6,99,Thunderstorm
2024-08-09,Philadelphia,28.3,96,Clear
2024-08-10,Philadelphia,31.2,49,Rain
2024-08-11,Philadelphia,18.1,49,Rain
2024-08-12,Philadelphia,-8.0,61,Thunderstorm
2024-08-13,Philadelphia,26.4,84,Drizzle
2024-08-14,Philadelphia,18.1,66,Rain
2024-08-15,Philadelphia,20.6,53,Thunderstorm
2024-08-16,Philadelphia,7.0,64,Clouds
2024-08-17,Philadelphia,27.7,40,Rain
2024-08-18,Philadelphia,2.3,81,Thunderstorm
2024-08-19,Philadelphia,33.5,22,Thunderstorm
2024-08-20,Philadelphia,7.6,40,Clear
2024-08-21,Philadelphia,25.0,50,Clouds
2024-08-22,Philadelphia,32.7,79,Fog
2024-08-23,Philadelphia,-6.5,47,Clouds
2024-08-24,Philadelphia,4.1,52,Rain
2024-08-25,Philadelphia,33.3,72,Fog
2024-08-26,Philadelphia,1.2,98,Clear
2024-08-27,Philadelphia,33.7,78,Thunderstorm
2024-08-28,Philadelphia,21.7,90,Thunderstorm
2024-08-29,Philadelphia,31.6,59,Drizzle
2024-08-30,Philadelphia,25.9,89,Clear
2024-08-31,Philadelphia,38.1,51,Drizzle
2024-09-01,Philadelphia,31.1,46,Thunderstorm
2024-09-02,Philadelphia,-4.1,79,Clear
2024-09-03,Philadelphia,36.9,61,Fog
2024-09-04,Philadelphia,28.0,32,Fog
2024-09-05,Philadelphia,36.1,60,Clear
2024-09-06,Philadelphia,-1.9,52,Snow
2024-09-07,Philadelphia,2.5,20,Rain
2024-09-08,Philadelphia,4.2,28,Clouds
2024-09-09,Philadelphia,29.8,85,Fog
2024-09-10,Philadelphia,11.0,28,Clouds
2024-09-11,Philadelphia,25.9,32,Drizzle
2024-09-12,Philadelphia,-3.6,50,Rain
2024-09-13,Philadelphia,22.6,85,Rain
2024-09-14,Philadelphia,30.6,40,Thunderstorm
2024-09-15,Philadelphia,24.3,21,Rain
2024-09-16,Philadelphia,14.4,65,Snow
2024-09-17,Philadelphia,14.5,31,Clouds
2024-09-18,Philadelphia,37.5,61,Rain
2024-09-19,Philadelphia,24.6,30,Fog
2024-09-20,Philadelphia,10.1,66,Drizzle
2024-09-21,Philadelphia,19.8,86,Thunderstorm
2024-09-22,Philadelphia,-7.8,26,Fog
2024-09-23,Philadelphia,-1.9,62,Clear
2024-09-24,Philadelphia,36.0,52,Rain
2024-09-25,Philadelphia,32.1,85,Clear
2024-09-26,Philadelphia,16.1,52,Thunderstorm
2024-09-27,Philadelphia,32.5,32,Clouds
2024-09-28,Philadelphia,-0.3,69,Snow
2024-09-29,Philadelphia,33.8,48,Thunderstorm
2024-09-30,Philadelphia,1.2,85,Thunderstorm
2024-10-01,Philadelphia,6.3,71,Rain
2024-10-02,Philadelphia,-5.4,39,Fog
2024-10-03,Philadelphia,35.2,63,Fog
2024-10-04,Philadelphia,19.0,99,Clouds
2024-10-05,Philadelphia,-2.5,48,Clear
2024-10-06,Philadelphia,0.7,34,Fog
2024-10-07,Philadelphia,24.9,80,Clear
2024-10-08,Philadelphia,-3.0,20,Thunderstorm
2024-10-09,Philadelphia,33.8,91,Snow
2024-10-10,Philadelphia,18.9,77,Drizzle
2024-10-11,Philadelphia,7.5,25,Fog
2024-10-12,Philadelphia,34.5,43,Thunderstorm
2024-10-13,Philadelphia,23.7,73,Snow
2024-10-14,Philadelphia,-8.9,68,Fog
2024-10-15,Philadelphia,29.8,69,Drizzle
2024-10-16,Philadelphia,-6.8,39,Clear
2024-10-17,Philadelphia,8.4,60,Rain
2024-10-18,Philadelphia,36.1,23,Drizzle
2024-10-19,Philadelphia,-3.6,85,Fog
2024-10-20,Philadelphia,37.4,100,Drizzle
2024-10-21,Philadelphia,9.6,47,Fog
2024-10-22,Philadelphia,9.3,88,Clear
2024-10-23,Philadelphia,26.7,72,Thunderstorm
2024-10-24,Philadelphia,35.3,67,Fog
2024-10-25,Philadelphia,19.4,64,Snow
2024-10-26,Philadelphia,4.6,59,Clouds
2024-10-27,Philadelphia,-0.9,88,Rain
2024-10-28,Philadelphia,20.4,49,Clouds
2024-10-29,Philadelphia,30.6,95,Clouds
2024-10-30,Philadelphia,-1.7,69,Rain
2024-10-31,Philadelphia,12.1,35,Rain
2024-11-01,Philadelphia,39.5,70,Snow
2024-11-02,Philadelphia,2.1,94,Clouds
2024-11-03,Philadelphia,34.6,71,Rain
2024-11-04,Philadelphia,27.5,34,Fog
2024-11-05,Philadelphia,12.0,77,Fog
2024-11-06,Philadelphia,31.9,41,Clouds
2024-11-07,Philadelphia,-3.0,41,Thunderstorm
2024-11-08,Philadelphia,24.3,98,Drizzle
2024-11-09,Philadelphia,-7.0,76,Fog
2024-11-10,Philadelphia,7.1,27,Clouds
2024-11-11,Philadelphia,15.3,67,Fog
2024-11-12,Philadelphia,11.0,33,Clear
2024-11-13,Philadelphia,29.0,85,Fog
2024-11-14,Philadelphia,-5.8,62,Fog
2024-11-15,Philadelphia,-9.0,23,Fog
2024-11-16,Philadelphia,-4.8,80,Fog
2024-11-17,Philadelphia,7.4,37,Clear
2024-11-18,Philadelphia,9.2,57,Thunderstorm
2024-11-19,Philadelphia,11.8,52,Snow
2024-11-20,Philadelphia,16.4,95,Fog
2024-11-21,Philadelphia,17.3,45,Thunderstorm
2024-11-22,Philadelphia,12.5,35,Thunderstorm
2024-11-23,Philadelphia,34.2,48,Drizzle
2024-11-24,Philadelphia,15.3,85,Clouds
2024-11-25,Philadelphia,9.4,99,Clear
2024-11-26,Philadelphia,7.5,58,Rain
2024-11-27,Philadelphia,12.0,87,Rain
2024-11-28,Philadelphia,-2.8,36,Drizzle
2024-11-29,Philadelphia,12.3,56,Clouds
2024-11-30,Philadelphia,-9.1,38,Drizzle
2024-12-01,Philadelphia,36.0,88,Fog
2024-12-02,Philadelphia,0.6,54,Clear
2024-12-03,Philadelphia,37.4,42,Clouds
2024-12-04,Philadelphia,0.3,99,Clear
2024-12-05,Philadelphia,-6.1,27,Fog
2024-12-06,Philadelphia,39.5,97,Clear
2024-12-07,Philadelphia,7.9,81,Drizzle
2024-12-08,Philadelphia,14.2,24,Drizzle
2024-12-09,Philadelphia,22.4,86,Rain
2024-12-10,Philadelphia,-0.4,84,Drizzle
2024-12-11,Philadelphia,-6.1,60,Thunderstorm
2024-12-12,Philadelphia,17.5,24,Snow
2024-12-13,Philadelphia,33.3,31,Rain
2024-12-14,Philadelphia,21.9,42,Clouds
2024-12-15,Philadelphia,31.2,67,Thunderstorm
2024-12-16,Philadelphia,26.8,100,Thunderstorm
2024-12-17,Philadelphia,24.6,56,Clouds
2024-12-18,Philadelphia,29.9,71,Rain
2024-12-19,Philadelphia,23.5,91,Fog
2024-12-20,Philadelphia,23.0,47,Drizzle
2024-12-21,Philadelphia,21.9,24,Snow
2024-12-22,Philadelphia,31.7,58,Clear
2024-12-23,Philadelphia,23.4,67,Snow
2024-12-24,Philadelphia,16.6,80,Fog
2024-12-25,Philadelphia,6.9,56,Clear
2024-12-26,Philadelphia,24.5,49,Fog
2024-12-27,Philadelphia,10.2,24,Rain
2024-12-28,Philadelphia,38.3,27,Drizzle
2024-12-29,Philadelphia,13.2,32,Snow
2024-12-30,Philadelphia,28.5,53,Thunderstorm
2024-12-31,Philadelphia,31.7,43,Drizzle
2025-01-01,Philadelphia,23.6,99,Clear
2025-01-02,Philadelphia,5.2,85,Fog
2025-01-03,Philadelphia,15.6,39,Thunderstorm
2025-01-04,Philadelphia,7.1,30,Clear
2025-01-05,Philadelphia,-5.8,67,Fog
2025-01-06,Philadelphia,-5.4,61,Thunderstorm
2025-01-07,Philadelphia,10.0,75,Thunderstorm
2025-01-08,Philadelphia,12.3,20,Clear
2025-01-09,Philadelphia,19.3,29,Rain
2025-01-10,Philadelphia,-5.8,34,Clear
2025-01-11,Philadelphia,0.1,77,Rain
2025-01-12,Philadelphia,29.6,48,Thunderstorm
2025-01-13,Philadelphia,17.1,22,Clear
2025-01-14,Philadelphia,26.6,24,Clear
2025-01-15,Philadelphia,24.0,88,Clouds
2025-01-16,Philadelphia,37.7,95,Thunderstorm
2025-01-17,Philadelphia,23.0,32,Fog
2025-01-18,Philadelphia,26.8,34,Fog
2025-01-19,Philadelphia,-3.7,97,Snow
2025-01-20,Philadelphia,17.0,36,Clear
2025-01-21,Philadelphia,23.7,61,Clear
2025-01-22,Philadelphia,31.5,44,Rain
2025-01-23,Philadelphia,3.9,87,Rain
2025-01-24,Philadelphia,24.8,99,Fog
2025-01-25,Philadelphia,-9.2,36,Rain
2025-01-26,Philadelphia,22.6,33,Snow
2025-01-27,Philadelphia,35.1,76,Thunderstorm
2025-01-28,Philadelphia,-6.6,31,Drizzle
2025-01-29,Philadelphia,9.6,22,Drizzle
2025-01-30,Philadelphia,16.6,82,Clear
2025-01-31,Philadelphia,31.3,75,Thunderstorm
