city,date,temperature,humidity,conditions,wind_speed,pressure,feels_like,temp_min,temp_max,wind_direction,wind_gust,visibility,cloud_cover,rain,snow,rain_1h,rain_3h,snow_1h,snow_3h,weather_main,weather_id,weather_icon,uv_index,air_quality_index,air_quality_description,latitude,longitude,heat_index,wind_chill,dew_point,precipitation_probability,weather_comfort_score
Miami,2022-09-24,35.5,72,Cloudy,2.2,1025.6,37.5,29.5,39.5,188,3.2,13628,55,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,3,Moderate,25.7571727347274,-80.18230862185908,37.9,,25.8,45.7,75.5
New York,2022-09-24,20.6,66,Cloudy,3.7,1028.7,17.6,14.6,23.6,203,4.7,18799,76,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,1,Good,40.71901011477407,-74.00927459229713,23.7,,9.3,18.9,45.3
Phoenix,2022-09-24,40.8,47,Sunny,4.7,1016.3,43.8,38.8,42.8,81,6.7,12659,44,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,2,Poor,33.446927003038695,-112.08188790673879,42.8,,31.7,32.8,43.1
Seattle,2022-09-24,20,62,Sunny,4.5,1019.3,22,18,22,157,7.5,13804,95,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,4,Good,47.603719846877496,-122.32538618674184,,,8.5,15.4,77.4
Los Angeles,2022-09-25,31.5,82,Rainy,4.6,1035,28.5,29.5,36.5,221,7.6,15551,4,7.56,0.0,7.56,22.68,0.0,,Rainy,500,10d,10,3,Poor,34.05830484028689,-118.2373755042425,35.5,,19.9,37.6,93.3
Miami,2022-09-25,39.5,87,Cloudy,2.3,1026.8,41.5,34.5,44.5,348,6.3,11416,10,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,5,Poor,25.77129784726219,-80.19364329465117,40.2,,32.5,18.7,67.4
New York,2022-09-25,21.7,62,Sunny,2.9,1022.1,20.7,19.7,25.7,187,6.9,16559,91,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,1,Moderate,40.721002238909996,-74.00032728842325,21.8,,14.7,26.1,39.0
Phoenix,2022-09-25,45,33,Sunny,6.2,1021.0,42,43,51,273,11.2,15030,94,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,3,Fair,33.44722270323646,-112.06848777260277,45.3,,38.1,15.9,74.8
Seattle,2022-09-25,20,66,Rainy,4.1,1016.2,20,18,26,169,7.1,8579,83,4.36,0.0,4.36,13.07,0.0,,Rainy,500,10d,10,2,Poor,47.59766969935091,-122.32452250810813,,,13.9,74.0,45.5
Los Angeles,2022-09-26,35,82,Rainy,4.0,1032.0,35,32,39,286,6.0,14257,6,1.84,0.0,1.84,5.52,0.0,,Rainy,500,10d,6,3,Good,34.04626174952476,-118.25007431709663,38.6,,27.2,25.4,83.1
Miami,2022-09-26,34.5,70,Sunny,2.9,1029.1,34.5,29.5,40.5,149,7.9,12777,71,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,1,Good,25.757958775862743,-80.19147937681988,36.6,,23.2,60.1,82.5
New York,2022-09-26,13.7,77,Rainy,4.9,1023.5,11.7,7.7,16.7,297,8.9,17001,75,2.22,0.0,2.22,6.67,0.0,,Rainy,500,10d,11,3,Fair,40.70733918533919,-74.00851379604877,,,6.2,79.6,48.9
Phoenix,2022-09-26,36.8,32,Sunny,3.0,1013.3,35.8,32.8,40.8,27,8.0,16900,58,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,5,Fair,33.44448524073737,-112.07101754280063,37.8,,29.1,75.6,53.6
Seattle,2022-09-26,20,77,Rainy,4.0,1029.9,23,17,24,149,5.0,15998,50,0.91,0.0,0.91,2.73,0.0,,Rainy,500,10d,6,3,Moderate,47.59848609174232,-122.33359693298392,,,7.7,16.1,53.9
Los Angeles,2022-09-27,33.5,86,Rainy,4.7,1035,32.5,27.5,35.5,134,5.7,14159,35,2.1,0.0,2.1,6.31,0.0,,Rainy,500,10d,2,1,Fair,34.04260184735229,-118.24117801639372,34.3,,20.3,45.6,69.5
Miami,2022-09-27,38.5,86,Rainy,3.6,1026.1,37.5,33.5,41.5,280,3.6,12772,51,0.28,0.0,0.28,0.85,0.0,,Rainy,500,10d,8,4,Good,25.768867091336602,-80.19816420931092,38.8,,28.0,66.1,67.5
New York,2022-09-27,24.7,74,Sunny,4.0,1016.9,23.7,22.7,29.7,225,5.0,7783,15,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Fair,40.71032213895327,-74.01343713083442,25.8,,12.6,49.1,45.1
Phoenix,2022-09-27,45,39,Sunny,6.5,1006.7,42,43,50,272,7.5,11421,65,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,5,Good,33.44389659299347,-112.07337987570277,46.4,,32.2,42.4,44.8
Seattle,2022-09-27,20,57,Rainy,5.7,1013.7,20,14,26,49,10.7,15298,93,4.7,0.0,4.7,14.09,0.0,,Rainy,500,10d,9,1,Poor,47.61553895271193,-122.32374238877433,,,5.8,56.2,80.8
Los Angeles,2022-09-28,31.5,81,Cloudy,2.1,1027.6,29.5,27.5,33.5,98,3.1,7416,93,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,1,Poor,34.05665666405842,-118.24598856400769,35.9,,22.3,40.1,74.9
Miami,2022-09-28,30.5,72,Stormy,2.0,1026.1,33.5,25.5,33.5,316,5.0,17424,99,6.78,0.0,6.78,20.34,0.0,,Stormy,200,11d,6,3,Fair,25.75363426862877,-80.19616405097916,34.6,,16.9,15.6,69.6
New York,2022-09-28,15.8,74,Sunny,4.5,1022.2,15.8,11.8,19.8,144,6.5,17697,5,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,4,Fair,40.7194688887776,-74.00026128063112,,,9.3,44.2,61.9
Phoenix,2022-09-28,44.8,46,Sunny,5.3,1011.1,42.8,40.8,46.8,128,7.3,7181,94,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,5,Fair,33.441099238665025,-112.08048414568543,45.7,,36.9,62.3,57.5
Seattle,2022-09-28,14.1,68,Sunny,4.3,1029.2,11.1,8.1,17.1,253,8.3,17653,46,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,1,Poor,47.6126141665339,-122.33403068324321,,,6.8,76.4,38.0
Los Angeles,2022-09-29,23.5,69,Sunny,5.0,1024.0,23.5,18.5,27.5,88,5.0,7803,15,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,4,Good,34.057546490475794,-118.23803020429739,26.3,,13.3,54.1,34.7
Miami,2022-09-29,37.5,85,Sunny,1.7,1035,34.5,32.5,43.5,180,5.7,15653,98,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,2,Fair,25.756393167195757,-80.19516046590644,41.4,,29.0,42.3,41.6
New York,2022-09-29,18.8,66,Cloudy,5.5,1013.2,21.8,16.8,23.8,77,6.5,12128,99,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,2,Poor,40.71790094942413,-74.01499549967969,,,5.0,36.1,93.1
Phoenix,2022-09-29,45,34,Cloudy,4.4,1024.5,44,41,49,174,6.4,19736,80,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,5,Good,33.44617501191872,-112.0786928989851,45.8,,37.1,47.2,53.2
Seattle,2022-09-29,20,76,Rainy,3.3,1013.1,17,14,24,257,7.3,14012,73,1.18,0.0,1.18,3.53,0.0,,Rainy,500,10d,3,5,Fair,47.60991209129995,-122.33126592362946,,,7.1,48.6,67.6
Los Angeles,2022-09-30,33.5,70,Cloudy,4.8,1029.2,36.5,27.5,36.5,225,7.8,18749,64,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,3,Moderate,34.05422033178725,-118.23490570117848,36.9,,23.1,35.6,82.5
Miami,2022-09-30,38.5,90,Sunny,2.6,1035,39.5,32.5,41.5,83,3.6,13466,84,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,2,Fair,25.7628886047506,-80.18180159359804,43.4,,24.5,65.2,63.9
New York,2022-09-30,24.8,75,Sunny,6.2,1013.2,21.8,18.8,27.8,157,11.2,17819,49,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Poor,40.71684549375023,-74.00345213264801,26.4,,11.2,11.5,39.5
Phoenix,2022-09-30,40.9,48,Sunny,5.4,1009.4,43.9,38.9,45.9,125,10.4,15382,66,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,4,Moderate,33.45217498748447,-112.07770954765644,41.3,,29.7,71.4,92.4
Seattle,2022-09-30,15.1,63,Sunny,5.7,1018.5,17.1,10.1,18.1,40,10.7,5945,7,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,3,Fair,47.60681153830754,-122.32889196840031,,,0.1,16.3,74.6
Los Angeles,2022-10-01,35,79,Rainy,3.1,1021.7,33,31,37,196,5.1,17902,33,4.57,0.0,4.57,13.72,0.0,,Rainy,500,10d,7,4,Moderate,34.04665135580744,-118.24945931162516,36.0,,22.5,51.7,40.6
Miami,2022-10-01,32.5,72,Sunny,3.9,1023.8,29.5,26.5,36.5,0,4.9,8603,76,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,2,Poor,25.769929536314898,-80.20163760095284,33.6,,17.9,58.2,30.4
New York,2022-10-01,20.9,66,Rainy,5.2,1026.4,17.9,15.9,23.9,155,5.2,6997,22,7.55,0.0,7.55,22.64,0.0,,Rainy,500,10d,6,4,Fair,40.712028171500556,-74.00329358697616,21.0,,12.7,38.4,56.3
Phoenix,2022-10-01,38.9,48,Cloudy,6.0,1019.6,39.9,32.9,42.9,192,8.0,5692,50,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,5,Fair,33.44375902200485,-112.07977289525891,39.6,,28.2,17.8,37.1
Seattle,2022-10-01,20,71,Cloudy,5.3,1029.1,23,18,24,276,7.3,5262,91,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,2,Good,47.602808784280796,-122.32678902798801,,,5.8,48.3,68.7
Los Angeles,2022-10-02,35,84,Stormy,2.8,1033.5,37,31,37,89,5.8,19890,39,6.3,0.0,6.3,18.89,0.0,,Stormy,200,11d,1,2,Good,34.05468026674944,-118.24374692683746,36.3,,21.9,66.3,92.3
Miami,2022-10-02,40,70,Rainy,3.1,1035,37,34,42,238,8.1,5408,43,3.34,0.0,3.34,10.03,0.0,,Rainy,500,10d,2,5,Poor,25.756661006391436,-80.18445441734909,42.0,,25.1,37.7,59.1
New York,2022-10-02,22.9,77,Cloudy,4.3,1024.0,20.9,20.9,25.9,293,4.3,14359,21,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,2,Poor,40.706863084908015,-74.01438773654822,25.8,,13.5,47.9,59.8
Phoenix,2022-10-02,45,44,Cloudy,4.6,1011.2,47,39,47,251,9.6,9267,55,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,3,Moderate,33.4493852398104,-112.06665483590862,48.7,,35.1,13.2,41.7
Seattle,2022-10-02,20,67,Snowy,3.8,1019.5,21,14,23,306,6.8,10423,72,0.0,2.48,0.0,,2.48,7.44,Snowy,600,13d,10,3,Poor,47.61140015330265,-122.33595009133619,,,12.2,37.7,66.3
Los Angeles,2022-10-03,26.5,78,Rainy,4.6,1035,27.5,21.5,28.5,358,8.6,8871,21,1.93,0.0,1.93,5.78,0.0,,Rainy,500,10d,8,2,Moderate,34.05166607949642,-118.24184748004848,31.0,,11.7,29.4,78.5
Miami,2022-10-03,40,77,Sunny,3.2,1023.9,42,34,44,2,5.2,11613,29,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Moderate,25.75174319964248,-80.19206820866341,44.8,,27.3,26.8,46.0
New York,2022-10-03,17.9,60,Rainy,3.9,1022.4,15.9,11.9,23.9,285,6.9,8096,26,7.73,0.0,7.73,23.2,0.0,,Rainy,500,10d,4,3,Moderate,40.7167007718928,-73.99645503735032,,,7.9,53.9,40.6
Phoenix,2022-10-03,38.9,38,Cloudy,5.6,1013.9,35.9,35.9,40.9,129,7.6,17581,26,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,1,Good,33.448483895994734,-112.06958046472523,43.0,,32.0,52.6,77.0
Seattle,2022-10-03,11.2,65,Sunny,4.4,1012.7,8.2,8.2,17.2,191,4.4,17379,99,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,5,Good,47.61347920294286,-122.33463097092499,,,-3.7,24.8,84.1
Los Angeles,2022-10-04,35,76,Sunny,4.7,1035,33,33,39,85,5.7,19890,79,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,2,Fair,34.04737004489482,-118.23710477538077,36.2,,23.1,24.8,51.8
Miami,2022-10-04,30.5,77,Rainy,4.9,1028.9,27.5,24.5,33.5,157,4.9,8578,28,0.42,0.0,0.42,1.27,0.0,,Rainy,500,10d,9,1,Poor,25.763516011680615,-80.1933504317312,30.9,,21.3,63.1,70.8
New York,2022-10-04,15.0,65,Rainy,4.1,1026.0,18.0,12.0,19.0,277,5.1,13294,93,2.51,0.0,2.51,7.54,0.0,,Rainy,500,10d,4,3,Poor,40.71536250426455,-74.00148189201943,,,5.7,71.5,65.5
Phoenix,2022-10-04,41.9,39,Sunny,3.3,1016.3,43.9,35.9,45.9,197,8.3,9951,9,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,3,Good,33.453618149746724,-112.06657644223908,43.8,,31.0,63.0,85.4
Seattle,2022-10-04,14.2,72,Sunny,6.3,1013.4,12.2,11.2,18.2,2,9.3,15599,100,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,4,Moderate,47.59986102168263,-122.32460973793161,,,0.2,46.2,42.1
Los Angeles,2022-10-05,35,83,Cloudy,1.9,1035,37,33,40,4,6.9,11771,93,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,5,Poor,34.048716235712085,-118.2371059792107,35.3,,20.9,12.2,75.7
Miami,2022-10-05,27.5,61,Snowy,2.8,1028.2,26.5,24.5,31.5,194,4.8,13252,79,0.0,3.73,0.0,,3.73,11.19,Snowy,600,13d,5,3,Moderate,25.75588035270722,-80.18356211432342,30.0,,14.2,36.5,54.2
New York,2022-10-05,17.0,68,Rainy,5.4,1020.2,19.0,15.0,19.0,18,7.4,19503,87,0.1,0.0,0.1,0.3,0.0,,Rainy,500,10d,1,2,Poor,40.71529705385732,-73.99632999890522,,,6.1,63.6,34.0
Phoenix,2022-10-05,45,33,Cloudy,4.2,1010.4,46,39,48,21,5.2,16326,48,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,3,Moderate,33.45184088604463,-112.06747493788312,49.8,,39.5,28.3,35.5
Seattle,2022-10-05,13.2,67,Sunny,6.5,1015.5,15.2,9.2,17.2,201,8.5,9337,76,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Good,47.61434318514284,-122.32311432093825,,,2.7,14.5,36.7
Los Angeles,2022-10-06,26.5,73,Sunny,2.3,1033.1,24.5,24.5,28.5,145,4.3,9481,39,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,1,Fair,34.04447077035086,-118.24326400805882,27.1,,17.2,52.6,61.5
Miami,2022-10-06,27.5,74,Stormy,4.5,1023.6,29.5,25.5,30.5,336,4.5,6947,81,2.58,0.0,2.58,7.74,0.0,,Stormy,200,11d,9,4,Fair,25.76271029943972,-80.1872846654973,31.5,,17.1,24.7,87.5
New York,2022-10-06,23.0,72,Rainy,6.8,1025.7,24.0,18.0,29.0,342,8.8,12036,13,1.09,0.0,1.09,3.26,0.0,,Rainy,500,10d,11,5,Poor,40.71375298562986,-73.9970216311964,23.5,,8.1,50.2,60.3
Phoenix,2022-10-06,45,32,Rainy,3.9,1019.5,48,41,50,125,3.9,12564,82,2.06,0.0,2.06,6.19,0.0,,Rainy,500,10d,9,4,Fair,33.45045441226732,-112.06625336457878,47.3,,32.2,12.0,39.0
Seattle,2022-10-06,15.2,75,Snowy,6.3,1027.9,12.2,12.2,19.2,143,11.3,11477,89,0.0,4.12,0.0,,4.12,12.36,Snowy,600,13d,6,1,Good,47.61084490575752,-122.3269619286408,,,5.2,11.1,54.9
Los Angeles,2022-10-07,33.5,87,Rainy,3.4,1022.1,31.5,28.5,35.5,63,4.4,15153,6,4.75,0.0,4.75,14.25,0.0,,Rainy,500,10d,11,5,Good,34.05110047953682,-118.25130880801936,37.7,,27.8,15.6,84.7
Miami,2022-10-07,28.5,61,Stormy,3.9,1034.1,26.5,24.5,30.5,129,3.9,6963,6,0.75,0.0,0.75,2.25,0.0,,Stormy,200,11d,2,2,Good,25.756374349170066,-80.19776250581424,32.2,,22.8,79.1,62.4
New York,2022-10-07,14.1,77,Rainy,4.3,1021.1,12.1,9.1,20.1,286,6.3,5555,50,3.37,0.0,3.37,10.11,0.0,,Rainy,500,10d,6,2,Moderate,40.70372644097249,-73.99870489683916,,,5.7,62.9,39.3
Phoenix,2022-10-07,40.9,39,Rainy,5.5,1025.6,40.9,34.9,45.9,205,5.5,19513,6,3.43,0.0,3.43,10.29,0.0,,Rainy,500,10d,1,1,Moderate,33.44406656877259,-112.07364154245543,43.8,,28.3,58.8,41.1
Seattle,2022-10-07,13.2,59,Rainy,6.0,1018.9,13.2,9.2,17.2,45,11.0,10624,31,6.13,0.0,6.13,18.38,0.0,,Rainy,500,10d,3,1,Moderate,47.600636678499775,-122.33446197008737,,,1.1,77.9,71.7
Los Angeles,2022-10-08,35,81,Sunny,2.0,1035,37,32,40,222,3.0,9791,45,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,4,Moderate,34.059493510223625,-118.23575830269513,36.2,,22.8,14.7,87.3
Miami,2022-10-08,31.5,75,Rainy,1.3,1021.1,33.5,28.5,35.5,46,1.3,15879,49,1.66,0.0,1.66,4.98,0.0,,Rainy,500,10d,1,4,Fair,25.76267111771798,-80.18711028288554,35.3,,18.2,55.3,47.0
New York,2022-10-08,18.1,77,Cloudy,3.1,1012.6,20.1,13.1,21.1,138,6.1,13993,30,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,3,Fair,40.704095260486426,-74.0133324032957,,,5.9,67.8,71.8
Phoenix,2022-10-08,41.0,41,Rainy,3.5,1016.5,38.0,35.0,44.0,360,8.5,10423,27,4.95,0.0,4.95,14.84,0.0,,Rainy,500,10d,9,4,Poor,33.449709450631715,-112.0799369965903,45.0,,35.7,18.7,57.4
Seattle,2022-10-08,15.3,62,Rainy,3.7,1027.9,15.3,11.3,21.3,193,4.7,17931,88,4.8,0.0,4.8,14.4,0.0,,Rainy,500,10d,1,4,Moderate,47.60961038437014,-122.34113684007927,,,9.4,60.7,91.7
Los Angeles,2022-10-09,26.5,64,Rainy,2.7,1022.5,28.5,24.5,32.5,301,5.7,17816,10,5.29,0.0,5.29,15.88,0.0,,Rainy,500,10d,10,4,Poor,34.051537882890464,-118.25362850605374,27.3,,18.6,34.5,46.5
Miami,2022-10-09,31.5,84,Cloudy,4.4,1028.4,31.5,26.5,33.5,158,8.4,9392,66,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,2,Moderate,25.753390415105468,-80.1865682138576,36.2,,23.8,17.4,47.0
New York,2022-10-09,25,63,Rainy,4.4,1021.7,24,21,31,71,7.4,7996,3,1.55,0.0,1.55,4.64,0.0,,Rainy,500,10d,5,3,Moderate,40.70687971581912,-74.0008510500882,28.1,,19.9,26.4,92.2
Phoenix,2022-10-09,38.0,47,Sunny,4.1,1022.8,39.0,32.0,44.0,127,8.1,5133,19,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,2,Good,33.45649905786382,-112.07175980321442,38.6,,25.6,38.5,40.5
Seattle,2022-10-09,18.3,64,Snowy,5.7,1014.4,20.3,13.3,20.3,24,6.7,13838,23,0.0,2.72,0.0,,2.72,8.15,Snowy,600,13d,4,1,Moderate,47.613603685823136,-122.32563359205079,,,13.0,46.8,74.0
Los Angeles,2022-10-10,32.5,76,Stormy,3.6,1024.3,30.5,27.5,34.5,341,6.6,7854,69,3.07,0.0,3.07,9.22,0.0,,Stormy,200,11d,6,4,Poor,34.050445009303374,-118.24787628639018,34.0,,26.7,59.3,86.6
Miami,2022-10-10,34.5,80,Rainy,1.5,1035,31.5,28.5,40.5,110,1.5,13002,78,6.65,0.0,6.65,19.95,0.0,,Rainy,500,10d,4,2,Good,25.760005079892032,-80.18595668139213,34.8,,19.9,39.2,46.0
New York,2022-10-10,23.2,58,Snowy,4.5,1029.3,20.2,17.2,26.2,307,4.5,11524,76,0.0,2.56,0.0,,2.56,7.69,Snowy,600,13d,3,5,Poor,40.7145248254435,-74.00415912235363,24.5,,8.9,29.9,71.1
Phoenix,2022-10-10,43.0,49,Rainy,5.5,1017.5,46.0,41.0,46.0,235,7.5,19424,88,4.26,0.0,4.26,12.79,0.0,,Rainy,500,10d,5,1,Fair,33.443861790904,-112.06985951450977,43.9,,30.8,38.5,47.2
Seattle,2022-10-10,20,66,Snowy,6.6,1021.6,23,16,25,183,9.6,15761,46,0.0,1.6,0.0,,1.6,4.79,Snowy,600,13d,11,3,Fair,47.60245028846353,-122.32747100134007,,,5.7,26.4,52.4
Los Angeles,2022-10-11,34.6,70,Rainy,4.8,1033.9,34.6,32.6,37.6,88,6.8,15962,70,0.11,0.0,0.11,0.34,0.0,,Rainy,500,10d,8,3,Moderate,34.04981518762165,-118.24781630907104,35.0,,23.4,13.5,51.4
Miami,2022-10-11,34.6,80,Rainy,3.5,1028.5,37.6,32.6,40.6,262,3.5,12854,29,5.26,0.0,5.26,15.77,0.0,,Rainy,500,10d,5,3,Fair,25.760898418774946,-80.18863376394923,38.9,,20.3,60.2,90.8
New York,2022-10-11,25,61,Cloudy,5.8,1017.4,22,22,27,296,9.8,6412,35,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,4,Poor,40.71584217302175,-74.0003625268375,26.0,,12.4,72.5,36.3
Phoenix,2022-10-11,42.0,47,Cloudy,5.0,1020.6,41.0,36.0,46.0,321,7.0,10849,31,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,5,Poor,33.45616255057022,-112.06628443054278,44.8,,34.4,38.6,86.8
Seattle,2022-10-11,20,75,Cloudy,3.4,1023.4,18,14,26,291,5.4,15822,65,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,5,Good,47.61055990928886,-122.3294962956846,,,13.5,19.4,81.1
Los Angeles,2022-10-12,24.6,66,Rainy,1.6,1035,21.6,19.6,28.6,194,6.6,9691,86,1.17,0.0,1.17,3.52,0.0,,Rainy,500,10d,8,1,Poor,34.046493804370186,-118.24046486270858,24.6,,11.2,34.2,45.0
Miami,2022-10-12,32.6,88,Rainy,3.7,1035,30.6,30.6,34.6,143,3.7,7244,11,2.01,0.0,2.01,6.04,0.0,,Rainy,500,10d,10,4,Good,25.759186130334005,-80.1928017048649,34.7,,20.7,11.0,36.6
New York,2022-10-12,25,69,Rainy,4.3,1019.8,25,23,28,219,6.3,10608,8,7.13,0.0,7.13,21.39,0.0,,Rainy,500,10d,11,5,Poor,40.705831452519824,-74.0008134585244,25.3,,12.8,68.2,46.0
Phoenix,2022-10-12,45,50,Sunny,4.3,1018.9,45,43,51,31,7.3,11678,18,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,1,Moderate,33.44706342341791,-112.0831526498302,45.2,,38.7,60.1,74.2
Seattle,2022-10-12,20,69,Snowy,4.8,1021.0,18,15,24,155,9.8,8081,69,0.0,4.15,0.0,,4.15,12.45,Snowy,600,13d,6,2,Good,47.60109638678595,-122.33136003313349,,,7.6,25.4,35.0
Los Angeles,2022-10-13,29.6,71,Stormy,3.2,1035,30.6,24.6,33.6,281,5.2,19664,2,6.13,0.0,6.13,18.38,0.0,,Stormy,200,11d,3,2,Poor,34.05106159375578,-118.24640787115379,31.2,,24.1,26.9,82.5
Miami,2022-10-13,31.6,72,Stormy,1.1,1033.6,29.6,27.6,34.6,186,6.1,6784,88,6.56,0.0,6.56,19.69,0.0,,Stormy,200,11d,6,1,Moderate,25.77038790686261,-80.19387090460037,34.3,,17.5,78.1,44.5
New York,2022-10-13,15.3,77,Cloudy,3.5,1030.4,15.3,9.3,21.3,11,5.5,9474,45,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,1,Good,40.70854343363666,-73.99931872918037,,,2.9,16.3,68.9
Phoenix,2022-10-13,42.0,31,Rainy,4.6,1010.6,45.0,37.0,44.0,141,8.6,19039,56,6.93,0.0,6.93,20.78,0.0,,Rainy,500,10d,6,4,Poor,33.440664156238924,-112.07127527890579,42.8,,36.3,48.8,48.3
Seattle,2022-10-13,20,66,Sunny,6.3,1018.1,21,18,26,133,8.3,9409,53,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,4,Good,47.605571245102034,-122.32599764627017,,,8.0,60.2,43.5
Los Angeles,2022-10-14,31.6,84,Rainy,1.8,1034.7,32.6,29.6,34.6,214,6.8,19493,26,2.04,0.0,2.04,6.11,0.0,,Rainy,500,10d,8,1,Fair,34.05572371493384,-118.23612726132166,34.2,,20.2,77.1,52.6
Miami,2022-10-14,35.6,90,Rainy,2.9,1029.4,36.6,29.6,37.6,97,2.9,15747,75,3.94,0.0,3.94,11.83,0.0,,Rainy,500,10d,9,4,Good,25.767066706564716,-80.18189454243867,39.7,,27.4,25.2,90.7
New York,2022-10-14,25,58,Cloudy,5.9,1015.9,26,21,29,164,10.9,17302,17,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,4,Poor,40.7140533588954,-74.01150066346722,25.2,,14.2,11.1,39.6
Phoenix,2022-10-14,45,32,Sunny,6.6,1008.2,48,40,50,168,9.6,9634,74,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,1,Moderate,33.442942120660845,-112.06498222333157,45.1,,30.9,50.6,94.9
Seattle,2022-10-14,11.4,75,Cloudy,5.9,1028.0,8.4,5.4,15.4,283,6.9,6224,45,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,5,Poor,47.61109746932925,-122.33545698819808,,,0.6,75.6,61.6
Los Angeles,2022-10-15,29.6,60,Rainy,4.4,1025.1,28.6,26.6,33.6,251,5.4,10769,11,5.4,0.0,5.4,16.21,0.0,,Rainy,500,10d,5,3,Poor,34.06169370461285,-118.24978019855574,32.6,,15.3,59.7,76.1
Miami,2022-10-15,40,79,Snowy,2.6,1035,37,35,43,339,7.6,15445,40,0.0,2.61,0.0,,2.61,7.84,Snowy,600,13d,3,5,Fair,25.752115983180204,-80.18297032695759,41.9,,25.4,32.3,73.5
New York,2022-10-15,25,57,Cloudy,4.7,1012.6,23,22,28,63,5.7,13792,47,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,2,Poor,40.707330865608,-74.00342999500401,26.5,,10.8,55.2,61.9
Phoenix,2022-10-15,42.0,48,Sunny,3.8,1015.3,43.0,38.0,47.0,171,4.8,12412,77,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,1,Moderate,33.447162084750445,-112.06476124997239,42.5,,36.5,30.5,51.5
Seattle,2022-10-15,20,76,Sunny,3.2,1014.5,23,16,22,309,5.2,16900,87,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,5,Fair,47.6140275178824,-122.33452122242258,,,15.0,60.9,83.6
Los Angeles,2022-10-16,35,73,Cloudy,3.1,1021.7,36,29,40,158,7.1,11401,100,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,3,Poor,34.05472175159194,-118.2353124087687,39.5,,26.2,63.8,33.1
Miami,2022-10-16,31.6,81,Snowy,2.5,1029.4,32.6,27.6,35.6,99,4.5,9824,77,0.0,1.9,0.0,,1.9,5.69,Snowy,600,13d,8,5,Good,25.7590184442933,-80.19268144451532,36.2,,20.6,43.5,73.7
New York,2022-10-16,25,62,Sunny,3.3,1029.3,25,19,31,121,3.3,15494,82,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,3,Fair,40.706175654980875,-74.00400992352172,25.7,,11.8,22.8,66.9
